Base_Item_Number;Order_Minimum;Order_Unit_Of_Measure;Unit_Increments;SKU;UPC;Category;Image_URL;Finish;Glass;Fixture_Socket_Size;Fixture_Socket_Size_2;Integrated_LED;Integrated_LED_Wattage;Inventory_Qty;Weight;Weight_Unit;Short_Description;IMAP_Price;Wholesale_Price;Height;Length;Extends;HCWO;Prop_65;Image_Name;Wet_Rated;Theme;Url
20440-CH03;1;EA;1;20440-CH03;;Lampe;https://cdn.shopify.com/s/files/1/0586/5016/5410/products/20440-CH03.png?v=1649101218;Blanc;Martelé clair;medium;;N;;0;0;lbs;Lincoln - Medium Pedestal Mount - 20440;347.40000000000003;173.70000000000002;;;;;N;20440-CH03.png;Y;Lincoln ;https://snoc.com/products/lincoln-20440?variant=41044042743970&om=9160
20440-CH03C;1;EA;1;20440-CH03C;;Lampe;https://cdn.shopify.com/s/files/1/0586/5016/5410/products/20440-CH01.png?v=1649101218;Blanc;Martelé clair;;Candelabra;N;;0;0;lbs;Lincoln - Medium Pedestal Mount - 20440;428.40000000000003;214.20000000000002;;;;;N;20440-CH03C.png;Y;Lincoln ;https://snoc.com/products/lincoln-20440?variant=41044042809506&om=9160
20440-CH03-LD10C;1;EA;1;20440-CH03-LD10C;;Lampe;https://cdn.shopify.com/s/files/1/0586/5016/5410/products/20440-CH01.png?v=1649101218;Blanc;Martelé clair;;;Y; 10 watts;0;0;lbs;Lincoln - Medium Pedestal Mount - 20440;453.6;226.8;;;;;N;20440-CH03-LD10C.png;Y;Lincoln ;https://snoc.com/products/lincoln-20440?variant=41044042842274&om=9160
20440-AC09;1;EA;1;20440-AC09;;Lampe;https://cdn.shopify.com/s/files/1/0586/5016/5410/products/20440-AC09.png?v=1649101287;Brun;Cathédrale ambre;medium;;N;;0;0;lbs;Lincoln - Medium Pedestal Mount - 20440;347.40000000000003;173.70000000000002;;;;;N;20440-AC09.png;Y;Lincoln ;https://snoc.com/products/lincoln-20440?variant=41044042875042&om=9160
20440-AC09C;1;EA;1;20440-AC09C;;Lampe;https://cdn.shopify.com/s/files/1/0586/5016/5410/products/20440-CH01.png?v=1649101218;Brun;Cathédrale ambre;;Candelabra;N;;0;0;lbs;Lincoln - Medium Pedestal Mount - 20440;428.40000000000003;214.20000000000002;;;;;N;20440-AC09C.png;Y;Lincoln ;https://snoc.com/products/lincoln-20440?variant=41044042907810&om=9160
20440-AC09-LD10C;1;EA;1;20440-AC09-LD10C;;Lampe;https://cdn.shopify.com/s/files/1/0586/5016/5410/products/20440-CH01.png?v=1649101218;Brun;Cathédrale ambre;;;Y; 10 watts;0;0;lbs;Lincoln - Medium Pedestal Mount - 20440;453.6;226.8;;;;;N;20440-AC09-LD10C.png;Y;Lincoln ;https://snoc.com/products/lincoln-20440?variant=41044042940578&om=9160
20440-CH09;1;EA;1;20440-CH09;;Lampe;https://cdn.shopify.com/s/files/1/0586/5016/5410/products/20440-CH09.png?v=1649101218;Brun;Martelé clair;medium;;N;;0;0;lbs;Lincoln - Medium Pedestal Mount - 20440;347.40000000000003;173.70000000000002;;;;;N;20440-CH09.png;Y;Lincoln ;https://snoc.com/products/lincoln-20440?variant=41044042973346&om=9160
20440-CH09C;1;EA;1;20440-CH09C;;Lampe;https://cdn.shopify.com/s/files/1/0586/5016/5410/products/20440-CH01.png?v=1649101218;Brun;Martelé clair;;Candelabra;N;;0;0;lbs;Lincoln - Medium Pedestal Mount - 20440;428.40000000000003;214.20000000000002;;;;;N;20440-CH09C.png;Y;Lincoln ;https://snoc.com/products/lincoln-20440?variant=41044043006114&om=9160
20440-CH09-LD10C;1;EA;1;20440-CH09-LD10C;;Lampe;https://cdn.shopify.com/s/files/1/0586/5016/5410/products/20440-CH01.png?v=1649101218;Brun;Martelé clair;;;Y; 10 watts;0;0;lbs;Lincoln - Medium Pedestal Mount - 20440;453.6;226.8;;;;;N;20440-CH09-LD10C.png;Y;Lincoln ;https://snoc.com/products/lincoln-20440?variant=41044043038882&om=9160
20440-AC06;1;EA;1;20440-AC06;;Lampe;https://cdn.shopify.com/s/files/1/0586/5016/5410/products/20440-CH01.png?v=1649101218;;Cathédrale ambre;medium;;N;;0;0;lbs;Lincoln - Medium Pedestal Mount - 20440;347.40000000000003;173.70000000000002;;;;;N;20440-AC06.png;Y;Lincoln ;https://snoc.com/products/lincoln-20440?variant=42099346735266&om=9160
20440-AC06C;1;EA;1;20440-AC06C;;Lampe;https://cdn.shopify.com/s/files/1/0586/5016/5410/products/20440-CH01.png?v=1649101218;;Cathédrale ambre;;Candelabra;N;;0;0;lbs;Lincoln - Medium Pedestal Mount - 20440;428.40000000000003;214.20000000000002;;;;;N;20440-AC06C.png;Y;Lincoln ;https://snoc.com/products/lincoln-20440?variant=42099346800802&om=9160
20440-AC06-LD10C;1;EA;1;20440-AC06-LD10C;;Lampe;https://cdn.shopify.com/s/files/1/0586/5016/5410/products/20440-CH01.png?v=1649101218;;Cathédrale ambre;;;Y; 10 watts;0;0;lbs;Lincoln - Medium Pedestal Mount - 20440;453.6;226.8;;;;;N;20440-AC06-LD10C.png;Y;Lincoln ;https://snoc.com/products/lincoln-20440?variant=42099346833570&om=9160
20440-CH06;1;EA;1;20440-CH06;;Lampe;https://cdn.shopify.com/s/files/1/0586/5016/5410/products/20440-CH01.png?v=1649101218;;Martelé clair;medium;;N;;0;0;lbs;Lincoln - Medium Pedestal Mount - 20440;347.40000000000003;173.70000000000002;;;;;N;20440-CH06.png;Y;Lincoln ;https://snoc.com/products/lincoln-20440?variant=42099346866338&om=9160
20440-CH06C;1;EA;1;20440-CH06C;;Lampe;https://cdn.shopify.com/s/files/1/0586/5016/5410/products/20440-CH01.png?v=1649101218;;Martelé clair;;Candelabra;N;;0;0;lbs;Lincoln - Medium Pedestal Mount - 20440;428.40000000000003;214.20000000000002;;;;;N;20440-CH06C.png;Y;Lincoln ;https://snoc.com/products/lincoln-20440?variant=42099346899106&om=9160
20440-CH06-LD10C;1;EA;1;20440-CH06-LD10C;;Lampe;https://cdn.shopify.com/s/files/1/0586/5016/5410/products/20440-CH01.png?v=1649101218;;Martelé clair;;;Y; 10 watts;0;0;lbs;Lincoln - Medium Pedestal Mount - 20440;453.6;226.8;;;;;N;20440-CH06-LD10C.png;Y;Lincoln ;https://snoc.com/products/lincoln-20440?variant=42099346931874&om=9160
20440-AC10;1;EA;1;20440-AC10;;Lampe;https://cdn.shopify.com/s/files/1/0586/5016/5410/products/20440-CH01.png?v=1649101218;Anthracite;Cathédrale ambre;medium;;N;;0;0;lbs;Lincoln - Medium Pedestal Mount - 20440;347.40000000000003;173.70000000000002;;;;;N;20440-AC10.png;Y;Lincoln ;https://snoc.com/products/lincoln-20440?variant=42099358138530&om=9160
20440-AC10C;1;EA;1;20440-AC10C;;Lampe;https://cdn.shopify.com/s/files/1/0586/5016/5410/products/20440-CH01.png?v=1649101218;Anthracite;Cathédrale ambre;;Candelabra;N;;0;0;lbs;Lincoln - Medium Pedestal Mount - 20440;428.40000000000003;214.20000000000002;;;;;N;20440-AC10C.png;Y;Lincoln ;https://snoc.com/products/lincoln-20440?variant=42099358204066&om=9160
20440-AC10-LD10C;1;EA;1;20440-AC10-LD10C;;Lampe;https://cdn.shopify.com/s/files/1/0586/5016/5410/products/20440-CH01.png?v=1649101218;Anthracite;Cathédrale ambre;;;Y; 10 watts;0;0;lbs;Lincoln - Medium Pedestal Mount - 20440;453.6;226.8;;;;;N;20440-AC10-LD10C.png;Y;Lincoln ;https://snoc.com/products/lincoln-20440?variant=42099358236834&om=9160
20440-CH10;1;EA;1;20440-CH10;;Lampe;https://cdn.shopify.com/s/files/1/0586/5016/5410/products/20440-CH01.png?v=1649101218;Anthracite;Martelé clair;medium;;N;;0;0;lbs;Lincoln - Medium Pedestal Mount - 20440;347.40000000000003;173.70000000000002;;;;;N;20440-CH10.png;Y;Lincoln ;https://snoc.com/products/lincoln-20440?variant=42099358269602&om=9160
20440-CH10C;1;EA;1;20440-CH10C;;Lampe;https://cdn.shopify.com/s/files/1/0586/5016/5410/products/20440-CH01.png?v=1649101218;Anthracite;Martelé clair;;Candelabra;N;;0;0;lbs;Lincoln - Medium Pedestal Mount - 20440;428.40000000000003;214.20000000000002;;;;;N;20440-CH10C.png;Y;Lincoln ;https://snoc.com/products/lincoln-20440?variant=42099358302370&om=9160
20440-CH10-LD10C;1;EA;1;20440-CH10-LD10C;;Lampe;https://cdn.shopify.com/s/files/1/0586/5016/5410/products/20440-CH01.png?v=1649101218;Anthracite;Martelé clair;;;Y; 10 watts;0;0;lbs;Lincoln - Medium Pedestal Mount - 20440;453.6;226.8;;;;;N;20440-CH10-LD10C.png;Y;Lincoln ;https://snoc.com/products/lincoln-20440?variant=42099358335138&om=9160
20440-AC21;1;EA;1;20440-AC21;;Lampe;https://cdn.shopify.com/s/files/1/0586/5016/5410/products/20440-CH01.png?v=1649101218;;Cathédrale ambre;medium;;N;;0;0;lbs;Lincoln - Medium Pedestal Mount - 20440;347.40000000000003;173.70000000000002;;;;;N;20440-AC21.png;Y;Lincoln ;https://snoc.com/products/lincoln-20440?variant=42099372261538&om=9160
20440-AC21C;1;EA;1;20440-AC21C;;Lampe;https://cdn.shopify.com/s/files/1/0586/5016/5410/products/20440-CH01.png?v=1649101218;;Cathédrale ambre;;Candelabra;N;;0;0;lbs;Lincoln - Medium Pedestal Mount - 20440;428.40000000000003;214.20000000000002;;;;;N;20440-AC21C.png;Y;Lincoln ;https://snoc.com/products/lincoln-20440?variant=42099372294306&om=9160
20440-AC21-LD10C;1;EA;1;20440-AC21-LD10C;;Lampe;https://cdn.shopify.com/s/files/1/0586/5016/5410/products/20440-CH01.png?v=1649101218;;Cathédrale ambre;;;Y; 10 watts;0;0;lbs;Lincoln - Medium Pedestal Mount - 20440;453.6;226.8;;;;;N;20440-AC21-LD10C.png;Y;Lincoln ;https://snoc.com/products/lincoln-20440?variant=42099372327074&om=9160
20440-CH21;1;EA;1;20440-CH21;;Lampe;https://cdn.shopify.com/s/files/1/0586/5016/5410/products/20440-CH01.png?v=1649101218;;Martelé clair;medium;;N;;0;0;lbs;Lincoln - Medium Pedestal Mount - 20440;347.40000000000003;173.70000000000002;;;;;N;20440-CH21.png;Y;Lincoln ;https://snoc.com/products/lincoln-20440?variant=42099372359842&om=9160
20440-CH21C;1;EA;1;20440-CH21C;;Lampe;https://cdn.shopify.com/s/files/1/0586/5016/5410/products/20440-CH01.png?v=1649101218;;Martelé clair;;Candelabra;N;;0;0;lbs;Lincoln - Medium Pedestal Mount - 20440;428.40000000000003;214.20000000000002;;;;;N;20440-CH21C.png;Y;Lincoln ;https://snoc.com/products/lincoln-20440?variant=42099372392610&om=9160
20440-CH21-LD10C;1;EA;1;20440-CH21-LD10C;;Lampe;https://cdn.shopify.com/s/files/1/0586/5016/5410/products/20440-CH01.png?v=1649101218;;Martelé clair;;;Y; 10 watts;0;0;lbs;Lincoln - Medium Pedestal Mount - 20440;453.6;226.8;;;;;N;20440-CH21-LD10C.png;Y;Lincoln ;https://snoc.com/products/lincoln-20440?variant=42099372425378&om=9160
20450-AC01;1;EA;1;20450-AC01;;Lampe;https://cdn.shopify.com/s/files/1/0586/5016/5410/products/20450-AC01.png?v=1649100761;Noir;Cathédrale ambre;medium;;N;;0;0;lbs;Lincoln - Ceiling mount with chain open bottom medium format - 20450;313.2;156.6;;;;;N;20450-AC01.png;Y;Lincoln ;https://snoc.com/products/lincoln-20450?variant=41044043923618&om=9160
20450-AC01C;1;EA;1;20450-AC01C;;Lampe;https://cdn.shopify.com/s/files/1/0586/5016/5410/products/20450-CH01.png?v=1649100496;Noir;Cathédrale ambre;;Candelabra;N;;0;0;lbs;Lincoln - Ceiling mount with chain open bottom medium format - 20450;394.2;197.1;;;;;N;20450-AC01C.png;Y;Lincoln ;https://snoc.com/products/lincoln-20450?variant=41044043956386&om=9160
20450-AC01-LD10C;1;EA;1;20450-AC01-LD10C;;Lampe;https://cdn.shopify.com/s/files/1/0586/5016/5410/products/20450-CH01.png?v=1649100496;Noir;Cathédrale ambre;;;Y; 10 watts;0;0;lbs;Lincoln - Ceiling mount with chain open bottom medium format - 20450;419.40000000000003;209.70000000000002;;;;;N;20450-AC01-LD10C.png;Y;Lincoln ;https://snoc.com/products/lincoln-20450?variant=41044043989154&om=9160
20450-CH01;1;EA;1;20450-CH01;;Lampe;https://cdn.shopify.com/s/files/1/0586/5016/5410/products/20450-CH01.png?v=1649100496;Noir;Martelé clair;medium;;N;;0;0;lbs;Lincoln - Ceiling mount with chain open bottom medium format - 20450;313.2;156.6;;;;;N;20450-CH01.png;Y;Lincoln ;https://snoc.com/products/lincoln-20450?variant=41044044021922&om=9160
20450-CH01C;1;EA;1;20450-CH01C;;Lampe;https://cdn.shopify.com/s/files/1/0586/5016/5410/products/20450-CH01.png?v=1649100496;Noir;Martelé clair;;Candelabra;N;;0;0;lbs;Lincoln - Ceiling mount with chain open bottom medium format - 20450;394.2;197.1;;;;;N;20450-CH01C.png;Y;Lincoln ;https://snoc.com/products/lincoln-20450?variant=41044044054690&om=9160
20450-CH01-LD10C;1;EA;1;20450-CH01-LD10C;;Lampe;https://cdn.shopify.com/s/files/1/0586/5016/5410/products/20450-CH01.png?v=1649100496;Noir;Martelé clair;;;Y; 10 watts;0;0;lbs;Lincoln - Ceiling mount with chain open bottom medium format - 20450;419.40000000000003;209.70000000000002;;;;;N;20450-CH01-LD10C.png;Y;Lincoln ;https://snoc.com/products/lincoln-20450?variant=41044044087458&om=9160
20450-AC03;1;EA;1;20450-AC03;;Lampe;https://cdn.shopify.com/s/files/1/0586/5016/5410/products/20450-AC03.png?v=1649100761;Blanc;Cathédrale ambre;medium;;N;;0;0;lbs;Lincoln - Ceiling mount with chain open bottom medium format - 20450;313.2;156.6;;;;;N;20450-AC03.png;Y;Lincoln ;https://snoc.com/products/lincoln-20450?variant=41044044120226&om=9160
20450-AC03C;1;EA;1;20450-AC03C;;Lampe;https://cdn.shopify.com/s/files/1/0586/5016/5410/products/20450-CH01.png?v=1649100496;Blanc;Cathédrale ambre;;Candelabra;N;;0;0;lbs;Lincoln - Ceiling mount with chain open bottom medium format - 20450;394.2;197.1;;;;;N;20450-AC03C.png;Y;Lincoln ;https://snoc.com/products/lincoln-20450?variant=41044044152994&om=9160
20450-AC03-LD10C;1;EA;1;20450-AC03-LD10C;;Lampe;https://cdn.shopify.com/s/files/1/0586/5016/5410/products/20450-CH01.png?v=1649100496;Blanc;Cathédrale ambre;;;Y; 10 watts;0;0;lbs;Lincoln - Ceiling mount with chain open bottom medium format - 20450;419.40000000000003;209.70000000000002;;;;;N;20450-AC03-LD10C.png;Y;Lincoln ;https://snoc.com/products/lincoln-20450?variant=41044044185762&om=9160
20450-CH03;1;EA;1;20450-CH03;;Lampe;https://cdn.shopify.com/s/files/1/0586/5016/5410/products/20450-CH03.png?v=1649100496;Blanc;Martelé clair;medium;;N;;0;0;lbs;Lincoln - Ceiling mount with chain open bottom medium format - 20450;313.2;156.6;;;;;N;20450-CH03.png;Y;Lincoln ;https://snoc.com/products/lincoln-20450?variant=41044044218530&om=9160
20450-CH03C;1;EA;1;20450-CH03C;;Lampe;https://cdn.shopify.com/s/files/1/0586/5016/5410/products/20450-CH01.png?v=1649100496;Blanc;Martelé clair;;Candelabra;N;;0;0;lbs;Lincoln - Ceiling mount with chain open bottom medium format - 20450;394.2;197.1;;;;;N;20450-CH03C.png;Y;Lincoln ;https://snoc.com/products/lincoln-20450?variant=41044044251298&om=9160
20450-CH03-LD10C;1;EA;1;20450-CH03-LD10C;;Lampe;https://cdn.shopify.com/s/files/1/0586/5016/5410/products/20450-CH01.png?v=1649100496;Blanc;Martelé clair;;;Y; 10 watts;0;0;lbs;Lincoln - Ceiling mount with chain open bottom medium format - 20450;419.40000000000003;209.70000000000002;;;;;N;20450-CH03-LD10C.png;Y;Lincoln ;https://snoc.com/products/lincoln-20450?variant=41044044284066&om=9160
20450-AC09;1;EA;1;20450-AC09;;Lampe;https://cdn.shopify.com/s/files/1/0586/5016/5410/products/20450-AC09.png?v=1649100761;Brun;Cathédrale ambre;medium;;N;;0;0;lbs;Lincoln - Ceiling mount with chain open bottom medium format - 20450;313.2;156.6;;;;;N;20450-AC09.png;Y;Lincoln ;https://snoc.com/products/lincoln-20450?variant=41044044316834&om=9160
20450-AC09C;1;EA;1;20450-AC09C;;Lampe;https://cdn.shopify.com/s/files/1/0586/5016/5410/products/20450-CH01.png?v=1649100496;Brun;Cathédrale ambre;;Candelabra;N;;0;0;lbs;Lincoln - Ceiling mount with chain open bottom medium format - 20450;394.2;197.1;;;;;N;20450-AC09C.png;Y;Lincoln ;https://snoc.com/products/lincoln-20450?variant=41044044349602&om=9160
20450-AC09-LD10C;1;EA;1;20450-AC09-LD10C;;Lampe;https://cdn.shopify.com/s/files/1/0586/5016/5410/products/20450-CH01.png?v=1649100496;Brun;Cathédrale ambre;;;Y; 10 watts;0;0;lbs;Lincoln - Ceiling mount with chain open bottom medium format - 20450;419.40000000000003;209.70000000000002;;;;;N;20450-AC09-LD10C.png;Y;Lincoln ;https://snoc.com/products/lincoln-20450?variant=41044044382370&om=9160
20450-CH09;1;EA;1;20450-CH09;;Lampe;https://cdn.shopify.com/s/files/1/0586/5016/5410/products/20450-CH09.png?v=1649100496;Brun;Martelé clair;medium;;N;;0;0;lbs;Lincoln - Ceiling mount with chain open bottom medium format - 20450;313.2;156.6;;;;;N;20450-CH09.png;Y;Lincoln ;https://snoc.com/products/lincoln-20450?variant=41044044415138&om=9160
20450-CH09C;1;EA;1;20450-CH09C;;Lampe;https://cdn.shopify.com/s/files/1/0586/5016/5410/products/20450-CH01.png?v=1649100496;Brun;Martelé clair;;Candelabra;N;;0;0;lbs;Lincoln - Ceiling mount with chain open bottom medium format - 20450;394.2;197.1;;;;;N;20450-CH09C.png;Y;Lincoln ;https://snoc.com/products/lincoln-20450?variant=41044044447906&om=9160
20450-CH09-LD10C;1;EA;1;20450-CH09-LD10C;;Lampe;https://cdn.shopify.com/s/files/1/0586/5016/5410/products/20450-CH01.png?v=1649100496;Brun;Martelé clair;;;Y; 10 watts;0;0;lbs;Lincoln - Ceiling mount with chain open bottom medium format - 20450;419.40000000000003;209.70000000000002;;;;;N;20450-CH09-LD10C.png;Y;Lincoln ;https://snoc.com/products/lincoln-20450?variant=41044044480674&om=9160
20450-AC06;1;EA;1;20450-AC06;;Lampe;https://cdn.shopify.com/s/files/1/0586/5016/5410/products/20450-CH01.png?v=1649100496;;Cathédrale ambre;medium;;N;;0;0;lbs;Lincoln - Ceiling mount with chain open bottom medium format - 20450;313.2;156.6;;;;;N;20450-AC06.png;Y;Lincoln ;https://snoc.com/products/lincoln-20450?variant=42099346964642&om=9160
20450-AC06C;1;EA;1;20450-AC06C;;Lampe;https://cdn.shopify.com/s/files/1/0586/5016/5410/products/20450-CH01.png?v=1649100496;;Cathédrale ambre;;Candelabra;N;;0;0;lbs;Lincoln - Ceiling mount with chain open bottom medium format - 20450;394.2;197.1;;;;;N;20450-AC06C.png;Y;Lincoln ;https://snoc.com/products/lincoln-20450?variant=42099346997410&om=9160
20450-AC06-LD10C;1;EA;1;20450-AC06-LD10C;;Lampe;https://cdn.shopify.com/s/files/1/0586/5016/5410/products/20450-CH01.png?v=1649100496;;Cathédrale ambre;;;Y; 10 watts;0;0;lbs;Lincoln - Ceiling mount with chain open bottom medium format - 20450;419.40000000000003;209.70000000000002;;;;;N;20450-AC06-LD10C.png;Y;Lincoln ;https://snoc.com/products/lincoln-20450?variant=42099347062946&om=9160
20450-CH06;1;EA;1;20450-CH06;;Lampe;https://cdn.shopify.com/s/files/1/0586/5016/5410/products/20450-CH01.png?v=1649100496;;Martelé clair;medium;;N;;0;0;lbs;Lincoln - Ceiling mount with chain open bottom medium format - 20450;313.2;156.6;;;;;N;20450-CH06.png;Y;Lincoln ;https://snoc.com/products/lincoln-20450?variant=42099347095714&om=9160
20450-CH06C;1;EA;1;20450-CH06C;;Lampe;https://cdn.shopify.com/s/files/1/0586/5016/5410/products/20450-CH01.png?v=1649100496;;Martelé clair;;Candelabra;N;;0;0;lbs;Lincoln - Ceiling mount with chain open bottom medium format - 20450;394.2;197.1;;;;;N;20450-CH06C.png;Y;Lincoln ;https://snoc.com/products/lincoln-20450?variant=42099347128482&om=9160
20450-CH06-LD10C;1;EA;1;20450-CH06-LD10C;;Lampe;https://cdn.shopify.com/s/files/1/0586/5016/5410/products/20450-CH01.png?v=1649100496;;Martelé clair;;;Y; 10 watts;0;0;lbs;Lincoln - Ceiling mount with chain open bottom medium format - 20450;419.40000000000003;209.70000000000002;;;;;N;20450-CH06-LD10C.png;Y;Lincoln ;https://snoc.com/products/lincoln-20450?variant=42099347161250&om=9160
20450-AC10;1;EA;1;20450-AC10;;Lampe;https://cdn.shopify.com/s/files/1/0586/5016/5410/products/20450-CH01.png?v=1649100496;Anthracite;Cathédrale ambre;medium;;N;;0;0;lbs;Lincoln - Ceiling mount with chain open bottom medium format - 20450;313.2;156.6;;;;;N;20450-AC10.png;Y;Lincoln ;https://snoc.com/products/lincoln-20450?variant=42099358367906&om=9160
20450-AC10C;1;EA;1;20450-AC10C;;Lampe;https://cdn.shopify.com/s/files/1/0586/5016/5410/products/20450-CH01.png?v=1649100496;Anthracite;Cathédrale ambre;;Candelabra;N;;0;0;lbs;Lincoln - Ceiling mount with chain open bottom medium format - 20450;394.2;197.1;;;;;N;20450-AC10C.png;Y;Lincoln ;https://snoc.com/products/lincoln-20450?variant=42099358400674&om=9160
20450-AC10-LD10C;1;EA;1;20450-AC10-LD10C;;Lampe;https://cdn.shopify.com/s/files/1/0586/5016/5410/products/20450-CH01.png?v=1649100496;Anthracite;Cathédrale ambre;;;Y; 10 watts;0;0;lbs;Lincoln - Ceiling mount with chain open bottom medium format - 20450;419.40000000000003;209.70000000000002;;;;;N;20450-AC10-LD10C.png;Y;Lincoln ;https://snoc.com/products/lincoln-20450?variant=42099358433442&om=9160
20450-CH10;1;EA;1;20450-CH10;;Lampe;https://cdn.shopify.com/s/files/1/0586/5016/5410/products/20450-CH01.png?v=1649100496;Anthracite;Martelé clair;medium;;N;;0;0;lbs;Lincoln - Ceiling mount with chain open bottom medium format - 20450;313.2;156.6;;;;;N;20450-CH10.png;Y;Lincoln ;https://snoc.com/products/lincoln-20450?variant=42099358466210&om=9160
20450-CH10C;1;EA;1;20450-CH10C;;Lampe;https://cdn.shopify.com/s/files/1/0586/5016/5410/products/20450-CH01.png?v=1649100496;Anthracite;Martelé clair;;Candelabra;N;;0;0;lbs;Lincoln - Ceiling mount with chain open bottom medium format - 20450;394.2;197.1;;;;;N;20450-CH10C.png;Y;Lincoln ;https://snoc.com/products/lincoln-20450?variant=42099358498978&om=9160
20450-CH10-LD10C;1;EA;1;20450-CH10-LD10C;;Lampe;https://cdn.shopify.com/s/files/1/0586/5016/5410/products/20450-CH01.png?v=1649100496;Anthracite;Martelé clair;;;Y; 10 watts;0;0;lbs;Lincoln - Ceiling mount with chain open bottom medium format - 20450;419.40000000000003;209.70000000000002;;;;;N;20450-CH10-LD10C.png;Y;Lincoln ;https://snoc.com/products/lincoln-20450?variant=42099358531746&om=9160
20450-AC21;1;EA;1;20450-AC21;;Lampe;https://cdn.shopify.com/s/files/1/0586/5016/5410/products/20450-CH01.png?v=1649100496;;Cathédrale ambre;medium;;N;;0;0;lbs;Lincoln - Ceiling mount with chain open bottom medium format - 20450;313.2;156.6;;;;;N;20450-AC21.png;Y;Lincoln ;https://snoc.com/products/lincoln-20450?variant=42099372458146&om=9160
20450-AC21C;1;EA;1;20450-AC21C;;Lampe;https://cdn.shopify.com/s/files/1/0586/5016/5410/products/20450-CH01.png?v=1649100496;;Cathédrale ambre;;Candelabra;N;;0;0;lbs;Lincoln - Ceiling mount with chain open bottom medium format - 20450;394.2;197.1;;;;;N;20450-AC21C.png;Y;Lincoln ;https://snoc.com/products/lincoln-20450?variant=42099372490914&om=9160
20450-AC21-LD10C;1;EA;1;20450-AC21-LD10C;;Lampe;https://cdn.shopify.com/s/files/1/0586/5016/5410/products/20450-CH01.png?v=1649100496;;Cathédrale ambre;;;Y; 10 watts;0;0;lbs;Lincoln - Ceiling mount with chain open bottom medium format - 20450;419.40000000000003;209.70000000000002;;;;;N;20450-AC21-LD10C.png;Y;Lincoln ;https://snoc.com/products/lincoln-20450?variant=42099372523682&om=9160
20450-CH21;1;EA;1;20450-CH21;;Lampe;https://cdn.shopify.com/s/files/1/0586/5016/5410/products/20450-CH01.png?v=1649100496;;Martelé clair;medium;;N;;0;0;lbs;Lincoln - Ceiling mount with chain open bottom medium format - 20450;313.2;156.6;;;;;N;20450-CH21.png;Y;Lincoln ;https://snoc.com/products/lincoln-20450?variant=42099372556450&om=9160
20450-CH21C;1;EA;1;20450-CH21C;;Lampe;https://cdn.shopify.com/s/files/1/0586/5016/5410/products/20450-CH01.png?v=1649100496;;Martelé clair;;Candelabra;N;;0;0;lbs;Lincoln - Ceiling mount with chain open bottom medium format - 20450;394.2;197.1;;;;;N;20450-CH21C.png;Y;Lincoln ;https://snoc.com/products/lincoln-20450?variant=42099372589218&om=9160
20450-CH21-LD10C;1;EA;1;20450-CH21-LD10C;;Lampe;https://cdn.shopify.com/s/files/1/0586/5016/5410/products/20450-CH01.png?v=1649100496;;Martelé clair;;;Y; 10 watts;0;0;lbs;Lincoln - Ceiling mount with chain open bottom medium format - 20450;419.40000000000003;209.70000000000002;;;;;N;20450-CH21-LD10C.png;Y;Lincoln ;https://snoc.com/products/lincoln-20450?variant=42099372621986&om=9160
20455-AC01;1;EA;1;20455-AC01;;Lampe;https://cdn.shopify.com/s/files/1/0586/5016/5410/products/20455-AC01.png?v=1649100228;Noir;Cathédrale ambre;medium;;N;;0;0;lbs;Lincoln - Ceiling mount with chain medium closed bottom - 20455;369;184.5;;;;;N;20455-AC01.png;Y;Lincoln ;https://snoc.com/products/lincoln-20455?variant=41044044578978&om=9160
20455-AC01C;1;EA;1;20455-AC01C;;Lampe;https://cdn.shopify.com/s/files/1/0586/5016/5410/products/20455-CH01.png?v=1648041323;Noir;Cathédrale ambre;;Candelabra;N;;0;0;lbs;Lincoln - Ceiling mount with chain medium closed bottom - 20455;450;225;;;;;N;20455-AC01C.png;Y;Lincoln ;https://snoc.com/products/lincoln-20455?variant=41044044611746&om=9160
20455-AC01-LD10C;1;EA;1;20455-AC01-LD10C;;Lampe;https://cdn.shopify.com/s/files/1/0586/5016/5410/products/20455-CH01.png?v=1648041323;Noir;Cathédrale ambre;;;Y; 10 watts;0;0;lbs;Lincoln - Ceiling mount with chain medium closed bottom - 20455;475.2;237.6;;;;;N;20455-AC01-LD10C.png;Y;Lincoln ;https://snoc.com/products/lincoln-20455?variant=41044044644514&om=9160
20455-CH01;1;EA;1;20455-CH01;;Lampe;https://cdn.shopify.com/s/files/1/0586/5016/5410/products/20455-CH01.png?v=1648041323;Noir;Martelé clair;medium;;N;;0;0;lbs;Lincoln - Ceiling mount with chain medium closed bottom - 20455;369;184.5;;;;;N;20455-CH01.png;Y;Lincoln ;https://snoc.com/products/lincoln-20455?variant=41044044677282&om=9160
20455-CH01C;1;EA;1;20455-CH01C;;Lampe;https://cdn.shopify.com/s/files/1/0586/5016/5410/products/20455-CH01.png?v=1648041323;Noir;Martelé clair;;Candelabra;N;;0;0;lbs;Lincoln - Ceiling mount with chain medium closed bottom - 20455;450;225;;;;;N;20455-CH01C.png;Y;Lincoln ;https://snoc.com/products/lincoln-20455?variant=41044044710050&om=9160
